Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   16769/2090464     std::vector<int, std::allocator<int> >::~vector() [7]
                0.00    0.00   16513/3145460     std::vector<bool, std::allocator<bool> >::swap(std::vector<bool, std::allocator<bool> >&) <cycle 2> [150]
                0.00    0.00   32768/3016163     std::vector<statistics, std::allocator<statistics> >::_S_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&) [151]
                0.00    0.00   16384/16384       std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [191]
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<statistics> >::destroy<statistics>(std::allocator<statistics>&, statistics*) [274]
                0.00    0.00      20/20          Eigen::EigenBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::derived() const [258]
                0.00    0.00      20/20          Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::coeff(long, long) const [256]
-----------------------------------------------
                0.00    0.00     205/21327       std::vector<int, std::allocator<int> >::pop_back() [51]
                0.00    0.00     205/21327       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [52]
                0.00    0.00    1171/21327       print_system(int, unsigned int, float, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [49]
                0.00    0.00    9843/21327       largest_perc_cluster(std::vector<cluster_attributes, std::allocator<cluster_attributes> >) [17]
                0.00    0.00    9903/21327       randomly_fill_matrix(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, float, int, std::vector<bool, std::allocator<bool> >&) [22]
[39]     0.5    0.00    0.00   21327         std::ostream& Eigen::operator<< <Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [39]
                0.00    0.00   21348/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
                0.00    0.00       2/70          void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
                0.00    0.00       1/1           Eigen::internal::aligned_free(void*) [312]
                0.00    0.00       1/1           bool __gnu_cxx::operator!=<statistics*, std::vector<statistics, std::allocator<statistics> > >(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > > const&, __gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > > const&) [313]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.3    0.00    0.00                 void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [40]
                0.00    0.00   36640/461252      std::vector<int, std::allocator<int> >::push_back(int const&) [24]
                0.00    0.00   18320/18531       cluster_attributes* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<cluster_attributes const*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, cluster_attributes*>(__gnu_cxx::__normal_iterator<cluster_attributes const*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, __gnu_cxx::__normal_iterator<cluster_attributes const*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, cluster_attributes*) [189]
-----------------------------------------------
                0.00    0.00   16384/16384       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
[41]     0.2    0.00    0.00   16384         statistics* std::__uninitialized_move_if_noexcept_a<statistics*, statistics*, std::allocator<statistics> >(statistics*, statistics*, statistics*, std::allocator<statistics>&) [41]
                0.00    0.00   32768/2521047     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
                0.00    0.00   32768/614786      std::vector<statistics, std::allocator<statistics> >::_S_do_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&, std::integral_constant<bool, true>) [154]
-----------------------------------------------
                0.00    0.00     205/205         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [44]
[42]     0.2    0.00    0.00     205         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [42]
                0.00    0.00    9843/2090438     dfs_aux(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, int, int, int, percolate_tf&, cluster_attributes&, std::vector<int, std::allocator<int> >&) <cycle 5> [2]
                0.00    0.00     205/840         std::_Vector_base<cluster_attributes, std::allocator<cluster_attributes> >::_Vector_impl_data::_Vector_impl_data() [200]
                0.00    0.00     205/410         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [206]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.2    0.00    0.00                 __gnu_cxx::new_allocator<int>::new_allocator() [43]
                0.00    0.00    9843/2090438     dfs_aux(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, int, int, int, percolate_tf&, cluster_attributes&, std::vector<int, std::allocator<int> >&) <cycle 5> [2]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.2    0.00    0.00                 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [44]
                0.00    0.00     205/205         int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [42]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.2    0.00    0.00                 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [45]
                0.00    0.00   18320/461252      std::vector<int, std::allocator<int> >::push_back(int const&) [24]
                0.00    0.00   18320/74646       Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::evaluator(Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [122]
-----------------------------------------------
                                                 <spontaneous>
[46]     0.2    0.00    0.00                 void std::_Destroy<int*>(int*, int*) [46]
                0.00    0.00   18320/461252      std::vector<int, std::allocator<int> >::push_back(int const&) [24]
                0.00    0.00   18320/74646       Eigen::internal::evaluator<Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::evaluator(Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [122]
-----------------------------------------------
                0.00    0.00    9843/9843        dfs(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, percolate_tf&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [16]
[47]     0.1    0.00    0.00    9843         std::vector<int, std::allocator<int> >::back() [47]
                0.00    0.00    9638/2521047     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[48]     0.0    0.00    0.00                 std::vector<int, std::allocator<int> >::size() const [48]
                0.00    0.00    9843/406155      void std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_realloc_insert<cluster_attributes const&>(__gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, cluster_attributes const&) [29]
                0.00    0.00    9843/133704      Eigen::DenseCoeffsBase<Eigen::Matrix<int, -1, -1, 0, -1, -1>, 1>::coeffRef(long, long) [172]
-----------------------------------------------
                0.00    0.00      20/20          main [21]
[49]     0.0    0.00    0.00      20         print_system(int, unsigned int, float, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [49]
                0.00    0.00    1171/21327       std::ostream& Eigen::operator<< <Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [39]
                0.00    0.00      20/20          std::vector<cluster_attributes, std::allocator<cluster_attributes> >::end() [56]
                0.00    0.00      60/327781      Eigen::Matrix<int, -1, -1, 0, -1, -1>::Matrix<unsigned int, unsigned int>(unsigned int const&, unsigned int const&) [28]
                0.00    0.00      20/20          Eigen::DenseStorage<int, -1, -1, -1, 0>::~DenseStorage() [101]
                0.00    0.00     584/10427       std::vector<cluster_attributes, std::allocator<cluster_attributes> >::begin() [195]
                0.00    0.00       2/3           std::vector<statistics, std::allocator<statistics> >::end() [304]
                0.00    0.00       1/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [307]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [319]
-----------------------------------------------
                0.00    0.00      20/840         void std::_Destroy<cluster_attributes*>(cluster_attributes*, cluster_attributes*) [66]
                0.00    0.00     410/840         void std::allocator_traits<std::allocator<cluster_attributes> >::construct<cluster_attributes, cluster_attributes const&>(std::allocator<cluster_attributes>&, cluster_attributes*, cluster_attributes const&) [53]
                0.00    0.00     410/840         void std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_realloc_insert<cluster_attributes const&>(__gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >, cluster_attributes const&) [29]
[50]     0.0    0.00    0.00     840         std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_check_len(unsigned long, char const*) const [50]
                0.00    0.00     410/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
                0.00    0.00     410/410         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [209]
                0.00    0.00     225/225         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [212]
-----------------------------------------------
                0.00    0.00    9843/9843        dfs(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, percolate_tf&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [16]
[51]     0.0    0.00    0.00    9843         std::vector<int, std::allocator<int> >::pop_back() [51]
                0.00    0.00     205/21327       std::ostream& Eigen::operator<< <Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [39]
                0.00    0.00     205/615         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [202]
-----------------------------------------------
                                                 <spontaneous>
[52]     0.0    0.00    0.00                 void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [52]
                0.00    0.00     205/21327       std::ostream& Eigen::operator<< <Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [39]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.0    0.00    0.00                 void std::allocator_traits<std::allocator<cluster_attributes> >::construct<cluster_attributes, cluster_attributes const&>(std::allocator<cluster_attributes>&, cluster_attributes*, cluster_attributes const&) [53]
                0.00    0.00     410/840         std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_check_len(unsigned long, char const*) const [50]
                0.00    0.00     205/19891       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [186]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.0    0.00    0.00                 std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [54]
                0.00    0.00     205/2521047     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [9]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.0    0.00    0.00                 Eigen::internal::evaluator_base<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::~evaluator_base() [55]
                0.00    0.00      20/581978      float std::uniform_real_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<float>::param_type const&) [5]
                0.00    0.00      20/60          void Eigen::internal::resize_if_allowed<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >, int, int>(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&, Eigen::internal::assign_op<int, int> const&) [124]
                0.00    0.00      20/20          statistics* std::__miter_base<statistics*>(statistics*) [279]
-----------------------------------------------
                0.00    0.00      20/20          print_system(int, unsigned int, float, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [49]
[56]     0.0    0.00    0.00      20         std::vector<cluster_attributes, std::allocator<cluster_attributes> >::end() [56]
                0.00    0.00      40/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.0    0.00    0.00                 bool __gnu_cxx::operator!=<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >(__gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > > const&, __gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > > const&) [57]
                0.00    0.00      20/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.0    0.00    0.00                 __gnu_cxx::__normal_iterator<cluster_attributes*, std::vector<cluster_attributes, std::allocator<cluster_attributes> > >::operator*() const [58]
                0.00    0.00      20/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.0    0.00    0.00                 statistics* std::__uninitialized_copy_a<std::move_iterator<statistics*>, statistics*, statistics>(std::move_iterator<statistics*>, std::move_iterator<statistics*>, statistics*, std::allocator<statistics>&) [59]
                0.00    0.00      20/22268       std::ostream& Eigen::internal::print_matrix<Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::IOFormat const&) [38]
                0.00    0.00      20/20          statistics* std::__relocate_a<statistics*, statistics*, std::allocator<statistics> >(statistics*, statistics*, statistics*, std::allocator<statistics>&) [281]
-----------------------------------------------
                                  12             std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
                0.00    0.00       6/18          std::vector<statistics, std::allocator<statistics> >::swap(std::vector<statistics, std::allocator<statistics> >&) [70]
                0.00    0.00      12/18          void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
[60]     0.0    0.00    0.00      18+12      std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
                0.00    0.00       6/6           std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data const&) [61]
                                  12             std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
[61]     0.0    0.00    0.00       6         std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data const&) [61]
                0.00    0.00      20/2090438     dfs_aux(Eigen::Matrix<int, -1, -1, 0, -1, -1>&, std::vector<bool, std::allocator<bool> >&, int, int, int, percolate_tf&, cluster_attributes&, std::vector<int, std::allocator<int> >&) <cycle 5> [2]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.0    0.00    0.00                 Eigen::internal::checkTransposeAliasing_impl<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> >, false>::run(Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [62]
                0.00    0.00      20/2090464     std::vector<int, std::allocator<int> >::~vector() [7]
                0.00    0.00      20/3145460     std::vector<bool, std::allocator<bool> >::swap(std::vector<bool, std::allocator<bool> >&) <cycle 2> [150]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.0    0.00    0.00                 Eigen::internal::evaluator<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >::evaluator(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [63]
                0.00    0.00      20/2090464     std::vector<int, std::allocator<int> >::~vector() [7]
                0.00    0.00      20/3145460     std::vector<bool, std::allocator<bool> >::swap(std::vector<bool, std::allocator<bool> >&) <cycle 2> [150]
-----------------------------------------------
[64]     0.0    0.00    0.00      70+24      <cycle 3 as a whole> [64]
                0.00    0.00      70+12          void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
                0.00    0.00      24             std::vector<statistics, std::allocator<statistics> >::_M_check_len(unsigned long, char const*) const <cycle 3> [245]
-----------------------------------------------
                                  12             void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
                                  12             std::vector<statistics, std::allocator<statistics> >::_M_check_len(unsigned long, char const*) const <cycle 3> [245]
                0.00    0.00       2/70          std::ostream& Eigen::operator<< <Eigen::Matrix<int, -1, -1, 0, -1, -1> >(std::ostream&, Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [39]
                0.00    0.00       7/70          std::vector<statistics, std::allocator<statistics> >::swap(std::vector<statistics, std::allocator<statistics> >&) [70]
                0.00    0.00      49/70          std::vector<statistics, std::allocator<statistics> >::push_back(statistics const&) [69]
[65]     0.0    0.00    0.00      70+12      void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
                0.00    0.00      12/18          std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
                0.00    0.00       1/327781      Eigen::Matrix<int, -1, -1, 0, -1, -1>::Matrix<unsigned int, unsigned int>(unsigned int const&, unsigned int const&) [28]
                0.00    0.00      12/16          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [105]
                0.00    0.00       6/20          __gnu_cxx::__alloc_traits<std::allocator<cluster_attributes>, cluster_attributes>::_S_on_swap(std::allocator<cluster_attributes>&, std::allocator<cluster_attributes>&) [254]
                0.00    0.00       6/8           std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [299]
                0.00    0.00       1/3016163     std::vector<statistics, std::allocator<statistics> >::_S_relocate(statistics*, statistics*, statistics*, std::allocator<statistics>&) [151]
                                  12             std::vector<statistics, std::allocator<statistics> >::_M_check_len(unsigned long, char const*) const <cycle 3> [245]
                                  12             void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
-----------------------------------------------
                0.00    0.00      20/20          void std::_Destroy<cluster_attributes*, cluster_attributes>(cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) [67]
[66]     0.0    0.00    0.00      20         void std::_Destroy<cluster_attributes*>(cluster_attributes*, cluster_attributes*) [66]
                0.00    0.00      20/840         std::vector<cluster_attributes, std::allocator<cluster_attributes> >::_M_check_len(unsigned long, char const*) const [50]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.0    0.00    0.00                 void std::_Destroy<cluster_attributes*, cluster_attributes>(cluster_attributes*, cluster_attributes*, std::allocator<cluster_attributes>&) [67]
                0.00    0.00      20/20          void std::_Destroy<cluster_attributes*>(cluster_attributes*, cluster_attributes*) [66]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<cluster_attributes> >::deallocate(std::allocator<cluster_attributes>&, cluster_attributes*, unsigned long) [275]
-----------------------------------------------
                0.00    0.00       1/1           cluster_series_generate(int, unsigned int, float, std::vector<cluster_attributes, std::allocator<cluster_attributes> >&, double*) [13]
[68]     0.0    0.00    0.00       1         print_stat(std::vector<statistics, std::allocator<statistics> >&, unsigned int) [68]
                0.00    0.00      41/41          std::vector<statistics, std::allocator<statistics> >::push_back(statistics const&) [69]
                0.00    0.00       2/14          std::vector<statistics, std::allocator<statistics> >::swap(std::vector<statistics, std::allocator<statistics> >&) [70]
                0.00    0.00       1/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [113]
                0.00    0.00      20/20          std::vector<statistics, std::allocator<statistics> >::begin() [276]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [311]
                0.00    0.00       1/1           std::bad_alloc::bad_alloc() [318]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [310]
                0.00    0.00       1/3           std::vector<statistics, std::allocator<statistics> >::end() [304]
                0.00    0.00       1/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [307]
-----------------------------------------------
                0.00    0.00      41/41          print_stat(std::vector<statistics, std::allocator<statistics> >&, unsigned int) [68]
[69]     0.0    0.00    0.00      41         std::vector<statistics, std::allocator<statistics> >::push_back(statistics const&) [69]
                0.00    0.00      49/70          void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
-----------------------------------------------
                0.00    0.00       2/14          print_stat(std::vector<statistics, std::allocator<statistics> >&, unsigned int) [68]
                0.00    0.00       6/14          std::vector<cluster_attributes, std::allocator<cluster_attributes> >::swap(std::vector<cluster_attributes, std::allocator<cluster_attributes> >&) [76]
                0.00    0.00       6/14          __gnu_cxx::__alloc_traits<std::allocator<statistics>, statistics>::_S_on_swap(std::allocator<statistics>&, std::allocator<statistics>&) [78]
[70]     0.0    0.00    0.00      14         std::vector<statistics, std::allocator<statistics> >::swap(std::vector<statistics, std::allocator<statistics> >&) [70]
                0.00    0.00       6/18          std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<statistics, std::allocator<statistics> >::_Vector_impl_data&) [60]
                0.00    0.00       7/70          void std::vector<statistics, std::allocator<statistics> >::_M_realloc_insert<statistics const&>(__gnu_cxx::__normal_iterator<statistics*, std::vector<statistics, std::allocator<statistics> > >, statistics const&) <cycle 3> [65]
-----------------------------------------------
                0.00    0.00      20/80          Eigen::EigenBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::size() const [90]
                0.00    0.00      20/80          std::allocator<bool>::~allocator() [86]
                0.00    0.00      20/80          std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) <cycle 1> [84]
                0.00    0.00      20/80          Eigen::PlainObjectBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::resize(long, long) [85]
[71]     0.0    0.00    0.00      80         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [71]
                0.00    0.00      80/3218818     std::_Bit_iterator_base::_M_incr(long) [23]
                0.00    0.00      20/20          std::_Bit_iterator::_Bit_iterator() [269]
                0.00    0.00      20/100         std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [215]
                0.00    0.00      20/40          std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [234]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.0    0.00    0.00                 void Eigen::internal::check_for_aliasing<Eigen::Matrix<int, -1, -1, 0, -1, -1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > >(Eigen::Matrix<int, -1, -1, 0, -1, -1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<int>, Eigen::Matrix<int, -1, -1, 0, -1, -1> > const&) [72]
                0.00    0.00      20/1565018     Eigen::DenseBase<Eigen::Matrix<int, -1, -1, 0, -1, -1> >::Constant(long, long, int const&) [19]
